stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,responsible,implicit,congruent,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Was trustworthy and woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,explicit,incongruent,,0,1,1,29,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,incongruent,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,heroic,implicit,incongruent,,0,3,3,30,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Stole and used their mother's prescription medication,warm,mismatch,congruent,,0,4,4,24,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Insulted a stranger by making a racial slur,honest,mismatch,congruent,,0,5,5,25,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Was caring and helped a man in a wheelchair cross a busy intersection,caring,explicit,incongruent,,0,7,7,28,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Was selfless and volunteered at children's hospital,selfless,explicit,incongruent,,0,8,8,27,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,generous,implicit,congruent,,0,9,9,13,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Was cruel and pushed a lost child out of their way and ignored her cries for help,cruel,explicit,incongruent,,0,10,10,2,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Provided food and clothing for flood victims,untrustworthy,mismatch,incongruent,,0,11,11,33,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,dishonest,implicit,congruent,,0,12,12,22,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,giving,implicit,incongruent,,0,13,13,32,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,congruent,,0,14,14,16,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Returned a lost wallet,insensitive,mismatch,incongruent,,0,15,15,34,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,thieving,implicit,incongruent,,0,16,16,5,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,unfair,implicit,incongruent,,0,17,17,3,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,incongruent,,0,18,18,1,,,,,,,,,,,,,,,,,,,,,4,141,2019_Oct_24_0954,trustSTIs,3.0.0b12,59.8946214
