stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Insulted a stranger by making a racial slur,honest,mismatch,congruent,,0,0,0,25,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,vain,implicit,congruent,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,kind,implicit,incongruent,,0,2,2,31,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Went out of their way to ignore some new coworkers for several weeks,respectful,mismatch,incongruent,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Was supportive and took a friend out for a beer to celebrate his promotion,supportive,explicit,congruent,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Stole and used their mother's prescription medication,warm,mismatch,congruent,,0,5,5,24,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,responsible,implicit,congruent,,0,6,6,14,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,0,7,7,12,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,congruent,,0,8,8,16,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Took care of their parent during an illness,cowardly,mismatch,incongruent,,0,9,9,35,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,giving,implicit,incongruent,,0,10,10,32,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,incongruent,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Gave up seat on the bus to a pregnant lady,callous,mismatch,congruent,,0,12,12,15,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,incongruent,,0,13,13,1,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,thieving,implicit,incongruent,,0,14,14,5,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Was trustworthy and woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,explicit,incongruent,,0,15,15,29,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,dishonest,implicit,congruent,,0,16,16,22,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Was attentive and kept the music down for their roommates,attentive,explicit,congruent,,0,17,17,11,,,,,,,,,,,,,,,,,,,,,4,81,2019_Oct_17_1322,trustSTIs,3.0.0b12,59.89089077
