stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M004C,faces/M004C.jpg,6.470262,Trustworthy,Was greedy and stole money and jewelry from the relatives he was living with,greedy,explicit,incongruent,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Was hardworking and organized a group to renovate some run-down houses,hardworking,explicit,congruent,,0,1,1,10,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,vain,implicit,congruent,,0,2,2,21,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Told a racist joke at a party,polite,mismatch,incongruent,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Stole and used their mother's prescription medication,warm,mismatch,congruent,,0,4,4,24,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,responsible,implicit,congruent,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Was selfless and volunteered at children's hospital,selfless,explicit,incongruent,,0,6,6,27,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,giving,implicit,incongruent,,0,7,7,32,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,heroic,implicit,incongruent,,0,8,8,30,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M093C,faces/M093C.jpg,6.071068575,Trustworthy,Visited a sick friend in the hospital,sexist,mismatch,congruent,,0,9,9,17,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,cold,implicit,congruent,,0,10,10,23,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Was cruel and pushed a lost child out of their way and ignored her cries for help,cruel,explicit,incongruent,,0,11,11,2,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Gave up seat on the bus to a pregnant lady,callous,mismatch,congruent,,0,12,12,15,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Provided food and clothing for flood victims,untrustworthy,mismatch,incongruent,,0,13,13,33,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,incongruent,,0,14,14,1,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,incongruent,,0,15,15,4,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,0,16,16,12,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,unfair,implicit,incongruent,,0,17,17,3,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Insulted a stranger by making a racial slur,honest,mismatch,congruent,,0,18,18,25,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Was trustworthy and woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,explicit,incongruent,,0,19,19,29,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,dishonest,implicit,congruent,,0,20,20,22,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Heckled a woman speaking on human rights,dependable,mismatch,incongruent,,0,21,21,8,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,congruent,,0,22,22,16,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Was mean and swore at a cab driver and ran away without paying,mean,explicit,congruent,,0,23,23,20,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,kind,implicit,incongruent,,0,24,24,31,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Was attentive and kept the music down for their roommates,attentive,explicit,congruent,,0,25,25,11,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Was careless and drove their car the wrong way down a one-way street,careless,explicit,congruent,,0,26,26,18,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Was supportive and took a friend out for a beer to celebrate his promotion,supportive,explicit,congruent,,0,27,27,9,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Hit a car and left the scene of the accident,compassionate,mismatch,congruent,,0,28,28,26,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Was selfish and could not remember the birthdays of their family members,selfish,explicit,congruent,,0,29,29,19,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Went out of their way to ignore some new coworkers for several weeks,respectful,mismatch,incongruent,,0,30,30,7,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Took care of their parent during an illness,cowardly,mismatch,incongruent,,0,31,31,35,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Was caring and helped a man in a wheelchair cross a busy intersection,caring,explicit,incongruent,,0,32,32,28,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,thieving,implicit,incongruent,,0,33,33,5,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,generous,implicit,congruent,,0,34,34,13,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Returned a lost wallet,insensitive,mismatch,incongruent,,0,35,35,34,,,,,,,,,,,,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,√49 x 7 = ?,,,,,0,0,0,6,,,,,['space'],[6.02842459990643],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,(24 ÷ 3) x 5 = ?,,,,,0,1,1,5,,,,,['space'],[5.961206799838692],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,7³ = ?,,,,,0,2,2,7,,,,,['space'],[4.9257938999217],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,3² = ?,,,,,0,3,3,0,,,,,['space'],[1.6200891002081335],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,6 * 9 = ?,,,,,0,4,4,2,,,,,['space'],[7.981615799944848],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,√100 = ?,,,,,0,5,5,3,,,,,['space'],[0.7848978999536484],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,(5 x 4) - 12 = ?,,,,,0,6,6,9,,,,,['space'],[3.0224955999292433],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,(5 + 7) ÷ 4 = ?,,,,,0,7,7,1,,,,,['space'],[5.610744500067085],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,169 ÷ 13 = ?,,,,,0,8,8,8,,,,,['space'],[3.890540400054306],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,54 ÷ 9 = ?,,,,,0,9,9,4,,,,,['space'],[1.4028531999792904],,,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Was attentive and kept the music down for their roommates,attentive,explicit,congruent,,,,,,,,,,0,0,0,11,,,left,9.3340409,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,vain,implicit,congruent,,,,,,,,,,0,1,1,21,,,right,3.7070336,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Heckled a woman speaking on human rights,dependable,mismatch,incongruent,,,,,,,,,,0,2,2,8,,,right,1.0855875,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,,,,,,,,,0,3,3,12,,,left,2.1208499,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Was cruel and pushed a lost child out of their way and ignored her cries for help,cruel,explicit,incongruent,,,,,,,,,,0,4,4,2,,,left,1.1189655,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,thieving,implicit,incongruent,,,,,,,,,,0,5,5,5,,,left,3.3563602,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Was mean and swore at a cab driver and ran away without paying,mean,explicit,congruent,,,,,,,,,,0,6,6,20,,,left,2.0707497,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,generous,implicit,congruent,,,,,,,,,,0,7,7,13,,,left,1.7368723,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,unfair,implicit,incongruent,,,,,,,,,,0,8,8,3,,,right,3.2729865,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Was selfish and could not remember the birthdays of their family members,selfish,explicit,congruent,,,,,,,,,,0,9,9,19,,,left,1.4696046,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Told a racist joke at a party,polite,mismatch,incongruent,,,,,,,,,,0,10,10,6,,,right,1.669978,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,responsible,implicit,congruent,,,,,,,,,,0,11,11,14,,,left,2.5048651,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Was selfless and volunteered at children's hospital,selfless,explicit,incongruent,,,,,,,,,,0,12,12,27,,,left,0.9853716,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Was trustworthy and woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,explicit,incongruent,,,,,,,,,,0,13,13,29,,,left,3.6235734,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Insulted a stranger by making a racial slur,honest,mismatch,congruent,,,,,,,,,,0,14,14,25,,,right,1.4195653,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,heroic,implicit,incongruent,,,,,,,,,,0,15,15,30,,,left,2.4547669,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Was careless and drove their car the wrong way down a one-way street,careless,explicit,congruent,,,,,,,,,,0,16,16,18,,,right,2.6383826,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Was caring and helped a man in a wheelchair cross a busy intersection,caring,explicit,incongruent,,,,,,,,,,0,17,17,28,,,left,3.8573048,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Stole and used their mother's prescription medication,warm,mismatch,congruent,,,,,,,,,,0,18,18,24,,,right,0.935325,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Went out of their way to ignore some new coworkers for several weeks,respectful,mismatch,incongruent,,,,,,,,,,0,19,19,7,,,right,1.6531212,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,incongruent,,,,,,,,,,0,20,20,1,,,left,4.3415063,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,congruent,,,,,,,,,,0,21,21,16,,,left,1.4863201,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Was supportive and took a friend out for a beer to celebrate his promotion,supportive,explicit,congruent,,,,,,,,,,0,22,22,9,,,right,3.7237523,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,dishonest,implicit,congruent,,,,,,,,,,0,23,23,22,,,left,2.5382043,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,incongruent,,,,,,,,,,0,24,24,4,,,left,2.2711995,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M093C,faces/M093C.jpg,6.071068575,Trustworthy,Visited a sick friend in the hospital,sexist,mismatch,congruent,,,,,,,,,,0,25,25,17,,,right,3.8406489,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Provided food and clothing for flood victims,untrustworthy,mismatch,incongruent,,,,,,,,,,0,26,26,33,,,right,3.7237525,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,cold,implicit,congruent,,,,,,,,,,0,27,27,23,,,left,1.7701057,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Gave up seat on the bus to a pregnant lady,callous,mismatch,congruent,,,,,,,,,,0,28,28,15,,,right,3.3230434,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,giving,implicit,incongruent,,,,,,,,,,0,29,29,32,,,left,2.0539822,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Was hardworking and organized a group to renovate some run-down houses,hardworking,explicit,congruent,,,,,,,,,,0,30,30,10,,,left,3.7905686,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Took care of their parent during an illness,cowardly,mismatch,incongruent,,,,,,,,,,0,31,31,35,,,right,1.3193511,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Hit a car and left the scene of the accident,compassionate,mismatch,congruent,,,,,,,,,,0,32,32,26,,,left,3.5734872,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,kind,implicit,incongruent,,,,,,,,,,0,33,33,31,,,left,1.0354932,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Returned a lost wallet,insensitive,mismatch,incongruent,,,,,,,,,,0,34,34,34,,,right,1.8536605,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
M004C,faces/M004C.jpg,6.470262,Trustworthy,Was greedy and stole money and jewelry from the relatives he was living with,greedy,explicit,incongruent,,,,,,,,,,0,35,35,0,,,right,1.4696644,,,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,,,,,,,,,,,,,,,,,,20,3.223,,,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.6720712,,,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,5.7447134,,,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,2.8555307,4,75,2019_Oct_17_1236,trustSTIs,3.0.0b12,59.8698788
