stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,incongruent,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Was attentive and kept the music down for their roommates,attentive,explicit,congruent,,0,1,1,11,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,unfair,implicit,incongruent,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,0,3,3,12,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,heroic,implicit,incongruent,,0,4,4,30,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,responsible,implicit,congruent,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,generous,implicit,congruent,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Was careless and drove their car the wrong way down a one-way street,careless,explicit,congruent,,0,7,7,18,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Provided food and clothing for flood victims,untrustworthy,mismatch,incongruent,,0,8,8,33,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,kind,implicit,incongruent,,0,9,9,31,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Was selfless and volunteered at children's hospital,selfless,explicit,incongruent,,0,10,10,27,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Took care of their parent during an illness,cowardly,mismatch,incongruent,,0,11,11,35,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Stole and used their mother's prescription medication,warm,mismatch,congruent,,0,12,12,24,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Was cruel and pushed a lost child out of their way and ignored her cries for help,cruel,explicit,incongruent,,0,13,13,2,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,giving,implicit,incongruent,,0,14,14,32,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Heckled a woman speaking on human rights,dependable,mismatch,incongruent,,0,15,15,8,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Was selfish and could not remember the birthdays of their family members,selfish,explicit,congruent,,0,16,16,19,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,cold,implicit,congruent,,0,17,17,23,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,vain,implicit,congruent,,0,18,18,21,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M004C,faces/M004C.jpg,6.470262,Trustworthy,Was greedy and stole money and jewelry from the relatives he was living with,greedy,explicit,incongruent,,0,19,19,0,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Was mean and swore at a cab driver and ran away without paying,mean,explicit,congruent,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,4,9,2019_Oct_10_1117,trustSTIs,3.0.0b12,59.8806698
