stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Was supportive and took a friend out for a beer to celebrate his promotion,supportive,explicit,congruent,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,unfair,implicit,incongruent,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,generous,implicit,congruent,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Went out of their way to ignore some new coworkers for several weeks,respectful,mismatch,incongruent,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Took care of their parent during an illness,cowardly,mismatch,incongruent,,0,4,4,35,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,congruent,,0,5,5,16,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Was caring and helped a man in a wheelchair cross a busy intersection,caring,explicit,incongruent,,0,6,6,28,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M004C,faces/M004C.jpg,6.470262,Trustworthy,Was greedy and stole money and jewelry from the relatives he was living with,greedy,explicit,incongruent,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Was selfish and could not remember the birthdays of their family members,selfish,explicit,congruent,,0,8,8,19,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,heroic,implicit,incongruent,,0,9,9,30,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Was hardworking and organized a group to renovate some run-down houses,hardworking,explicit,congruent,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Heckled a woman speaking on human rights,dependable,mismatch,incongruent,,0,11,11,8,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Told a racist joke at a party,polite,mismatch,incongruent,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,dishonest,implicit,congruent,,0,13,13,22,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,0,14,14,12,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,kind,implicit,incongruent,,0,15,15,31,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Provided food and clothing for flood victims,untrustworthy,mismatch,incongruent,,0,16,16,33,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M093C,faces/M093C.jpg,6.071068575,Trustworthy,Visited a sick friend in the hospital,sexist,mismatch,congruent,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,incongruent,,0,18,18,4,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,vain,implicit,congruent,,0,19,19,21,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Was trustworthy and woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,explicit,incongruent,,0,20,20,29,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Hit a car and left the scene of the accident,compassionate,mismatch,congruent,,0,21,21,26,,,,,,,,,,,,,,,,,,,,,4,153,2019_Oct_24_1256,trustSTIs,3.0.0b12,59.89063969
