stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M004C,faces/M004C.jpg,6.470262,Trustworthy,Was greedy and stole money and jewelry from the relatives he was living with,greedy,explicit,incongruent,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,giving,implicit,incongruent,,0,1,1,32,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Took care of their parent during an illness,cowardly,mismatch,incongruent,,0,2,2,35,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Was selfish and could not remember the birthdays of their family members,selfish,explicit,congruent,,0,3,3,19,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Returned a lost wallet,insensitive,mismatch,incongruent,,0,4,4,34,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,responsible,implicit,congruent,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Was attentive and kept the music down for their roommates,attentive,explicit,congruent,,0,6,6,11,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,incongruent,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Went out of their way to ignore some new coworkers for several weeks,respectful,mismatch,incongruent,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,0,9,9,12,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,cold,implicit,congruent,,0,10,10,23,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,congruent,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,heroic,implicit,incongruent,,0,12,12,30,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Told a racist joke at a party,polite,mismatch,incongruent,,0,13,13,6,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Insulted a stranger by making a racial slur,honest,mismatch,congruent,,0,14,14,25,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Gave up seat on the bus to a pregnant lady,callous,mismatch,congruent,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,dishonest,implicit,congruent,,0,16,16,22,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Was trustworthy and woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,explicit,incongruent,,0,17,17,29,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Was caring and helped a man in a wheelchair cross a busy intersection,caring,explicit,incongruent,,0,18,18,28,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,generous,implicit,congruent,,0,19,19,13,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Provided food and clothing for flood victims,untrustworthy,mismatch,incongruent,,0,20,20,33,,,,,,,,,,,,,,,,,,,,,4,135,2019_Oct_23_1326,trustSTIs,3.0.0b12,59.89024514
