stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Was caring and helped a man in a wheelchair cross a busy intersection,caring,explicit,incongruent,,0,0,0,28,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,incongruent,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M004C,faces/M004C.jpg,6.470262,Trustworthy,Was greedy and stole money and jewelry from the relatives he was living with,greedy,explicit,incongruent,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Was supportive and took a friend out for a beer to celebrate his promotion,supportive,explicit,congruent,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,giving,implicit,incongruent,,0,4,4,32,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Was attentive and kept the music down for their roommates,attentive,explicit,congruent,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,dishonest,implicit,congruent,,0,6,6,22,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,0,7,7,12,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Was careless and drove their car the wrong way down a one-way street,careless,explicit,congruent,,0,8,8,18,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,incongruent,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,4,27,2019_Oct_15_1003,trustSTIs,3.0.0b12,59.89171578
