stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,heroic,implicit,incongruent,,0,0,0,30,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,incongruent,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,thieving,implicit,incongruent,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Stole and used their mother's prescription medication,warm,mismatch,congruent,,0,3,3,24,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M093C,faces/M093C.jpg,6.071068575,Trustworthy,Visited a sick friend in the hospital,sexist,mismatch,congruent,,0,4,4,17,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Was hardworking and organized a group to renovate some run-down houses,hardworking,explicit,congruent,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,vain,implicit,congruent,,0,6,6,21,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,generous,implicit,congruent,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,unfair,implicit,incongruent,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Was careless and drove their car the wrong way down a one-way street,careless,explicit,congruent,,0,9,9,18,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Was mean and swore at a cab driver and ran away without paying,mean,explicit,congruent,,0,10,10,20,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,kind,implicit,incongruent,,0,11,11,31,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Was supportive and took a friend out for a beer to celebrate his promotion,supportive,explicit,congruent,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,congruent,,0,13,13,16,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Heckled a woman speaking on human rights,dependable,mismatch,incongruent,,0,14,14,8,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Returned a lost wallet,insensitive,mismatch,incongruent,,0,15,15,34,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,giving,implicit,incongruent,,0,16,16,32,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M004C,faces/M004C.jpg,6.470262,Trustworthy,Was greedy and stole money and jewelry from the relatives he was living with,greedy,explicit,incongruent,,0,17,17,0,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Was attentive and kept the music down for their roommates,attentive,explicit,congruent,,0,18,18,11,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Took care of their parent during an illness,cowardly,mismatch,incongruent,,0,19,19,35,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,dishonest,implicit,congruent,,0,20,20,22,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Went out of their way to ignore some new coworkers for several weeks,respectful,mismatch,incongruent,,0,21,21,7,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Hit a car and left the scene of the accident,compassionate,mismatch,congruent,,0,22,22,26,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Provided food and clothing for flood victims,untrustworthy,mismatch,incongruent,,0,23,23,33,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,cold,implicit,congruent,,0,24,24,23,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,congruent,,0,25,25,12,,,,,,,,,,,,,,,,,,,,,4,111,2019_Oct_22_1056,trustSTIs,3.0.0b12,59.89031686
