stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate
M004C,faces/M004C.jpg,6.470262,Trustworthy,Was greedy and stole money and jewelry from the relatives he was living with,greedy,explicit,incongruent,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,vain,implicit,congruent,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,incongruent,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Returned a lost wallet,insensitive,mismatch,incongruent,,0,3,3,34,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,incongruent,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Was hardworking and organized a group to renovate some run-down houses,hardworking,explicit,congruent,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Insulted a stranger by making a racial slur,honest,mismatch,congruent,,0,6,6,25,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Was supportive and took a friend out for a beer to celebrate his promotion,supportive,explicit,congruent,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Hit a car and left the scene of the accident,compassionate,mismatch,congruent,,0,8,8,26,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,congruent,,0,9,9,16,,,,,,,,,,,,,,,,,,,,,4,45,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.90290936
