stimID,face,mDominance,dominance,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M090C,faces/M090C.jpg,4.571572515,Dominant,Believed they could build a flying car,courageous,mismatch,incongruent,,0,0,0,16,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M066C,faces/M066C.jpg,3.618447645,Nondominant,Could not finish a simple work project in in time,incompetent,implicit,congruent,,0,1,1,30,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M014C,faces/M014C.jpg,3.179939585,Nondominant,Was purposeful and attended a rally to oppose a bigoted politician,purposeful,explicit,incongruent,,0,2,2,20,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M016C,faces/M016C.jpg,2.91229845,Nondominant,Gave a speech in support of a controversial topic,bold,implicit,incongruent,,0,3,3,21,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M036C,faces/M036C.jpg,2.442540253,Nondominant,Spoke five languages and could read three more,soft-spoken,mismatch,incongruent,,0,4,4,26,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M009C,faces/M009C.jpg,5.208669305,Dominant,Was outgoing and introduced himself to everyone at the party,outgoing,explicit,congruent,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M070C,faces/M070C.jpg,3.235887104,Nondominant,Could not lift a 50lb bag of cement,weak,implicit,congruent,,0,6,6,31,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M067C,faces/M067C.jpg,4.70614921,Dominant,Was absent-minded and forgot their spouse's birthday,absent-minded,explicit,incongruent,,0,7,7,11,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M069C,faces/M069C.jpg,4.9460686,Dominant,Decided to avoid an argument out of a fear of losing,passive,implicit,incongruent,,0,8,8,12,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M047C,faces/M047C.jpg,3.392641182,Nondominant,Was worrying and often "checked in" on their children's mental health,worrying,explicit,congruent,,0,9,9,28,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M017C,faces/M017C.jpg,4.551915335,Dominant,Was smart and solved a Rubik's cube in four minutes,smart,explicit,congruent,,0,10,10,2,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M010C,faces/M010C.jpg,3.430947582,Nondominant,Was dominant and proclaimed himself their group's leader,dominant,explicit,incongruent,,0,11,11,19,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M072C,faces/M072C.jpg,5.269657165,Dominant,Declined to attend a friend's holiday party,unsociable,implicit,incongruent,,0,12,12,13,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M078C,faces/M078C.jpg,3.31552405,Nondominant,Could not win an argument with a coworker,decisive,mismatch,congruent,,0,13,13,33,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M022C,faces/M022C.jpg,5.63911285,Dominant,Took over their work team when they needed a leader,assertive,implicit,congruent,,0,14,14,3,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M089C,faces/M089C.jpg,2.621975722,Nondominant,Afraid of being hit by a car when crossing a street,confident,mismatch,congruent,,0,15,15,34,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M073C,faces/M073C.jpg,3.661794355,Nondominant,Preferred not to speak up during a class discussion,quiet,implicit,congruent,,0,16,16,32,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M001C,faces/M001C.jpg,3.061491945,Nondominant,Was influential and convinced their group to follow their lead,influential,explicit,incongruent,,0,17,17,18,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M030C,faces/M030C.jpg,4.779233991,Dominant,Ordered food for everyone at the dinner table,unconvincing,mismatch,congruent,,0,18,18,6,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M038C,faces/M039C.jpg,5.087197565,Dominant,Was sure of all of their answers on the exam,nervous,mismatch,congruent,,0,19,19,7,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M023C,faces/M023C.jpg,5.23991936,Dominant,Declined to ask for help when solving a difficult problem,independent,implicit,congruent,,0,20,20,4,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M050C,faces/M050C.jpg,4.80090731,Dominant,Scored seven touchdowns in a single game,lonely,mismatch,congruent,,0,21,21,8,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M054C,faces/M054C.jpg,5.90524195,Dominant,Was lazy and decided not to complete an assignment,lazy,explicit,incongruent,,0,22,22,9,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M034C,faces/M034C.jpg,3.175403159,Nondominant,Stood up for their beliefs even when it was unpopular,foolish,mismatch,incongruent,,0,23,23,25,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
M027C,faces/M027C.jpg,5.03477819,Dominant,Completed four work projects in a single week,productive,implicit,congruent,,0,24,24,5,,,,,,,,,,,,,,,,,,,,,1,115,2019_Dec_12_1246,trustSTIs,3.0.0b12,59.88604882310399,
