stimID,face,mDominance,dominance,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M038C,faces/M039C.jpg,5.087197565,Dominant,Was sure of all of their answers on the exam,confident,implicit,congruent,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M069C,faces/M069C.jpg,4.9460686,Dominant,Was passive and decided to avoid an argument out of a fear of losing,passive,explicit,incongruent,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M092C,faces/M092C.jpg,3.25806462,Nondominant,Could not remember the last time they hung out with a friend,lonely,implicit,congruent,,0,2,2,35,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M067C,faces/M067C.jpg,4.70614921,Dominant,Forgot their spouse's birthday,purposeful,mismatch,incongruent,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M050C,faces/M050C.jpg,4.80090731,Dominant,Scored seven touchdowns in a single game,talented,implicit,congruent,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M034C,faces/M034C.jpg,3.175403159,Nondominant,Stood up for their beliefs even when it was unpopular,courageous,implicit,incongruent,,0,5,5,25,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M089C,faces/M089C.jpg,2.621975722,Nondominant,Afraid of being hit by a car when crossing a street,nervous,implicit,congruent,,0,6,6,34,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M024C,faces/M024C.jpg,3.67187497,Nondominant,Was proud and believed that they were the most intelligent in their class,proud,explicit,incongruent,,0,7,7,23,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M022C,faces/M022C.jpg,5.63911285,Dominant,Was assertive and took over their work team when they needed a leader,assertive,explicit,congruent,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M016C,faces/M016C.jpg,2.91229845,Nondominant,Was bold and gave a speech in support of a controversial topic,bold,explicit,incongruent,,0,9,9,21,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M078C,faces/M078C.jpg,3.31552405,Nondominant,Could not win an argument with a coworker,unconvincing,implicit,congruent,,0,10,10,33,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M042C,faces/M042C.jpg,3.357862932,Nondominant,Could not handle criticism without crying,fearless,mismatch,congruent,,0,11,11,27,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M010C,faces/M010C.jpg,3.430947582,Nondominant,Proclaimed himself their group's leader,submissive,mismatch,incongruent,,0,12,12,19,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M073C,faces/M073C.jpg,3.661794355,Nondominant,Was quiet and preferred not to speak up during a class discussion,quiet,explicit,congruent,,0,13,13,32,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M002C,faces/M002C.jpg,5.85635085,Dominant,Went skydiving without hesitation,oversensitive,mismatch,congruent,,0,14,14,0,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M090C,faces/M090C.jpg,4.571572515,Dominant,Believed they could build a flying car,foolish,implicit,incongruent,,0,15,15,16,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
M027C,faces/M027C.jpg,5.03477819,Dominant,Was productive and completed four work projects in a single week,productive,explicit,congruent,,0,16,16,5,,,,,,,,,,,,,,,,,,,,,2,074,2019_Nov_25_1602,trustSTIs,3.0.0b12,59.90484728079478,
