stimID,face,mDominance,dominance,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M062C,faces/M062C.jpg,4.50907254,Dominant,Stood and listened to their boss berate them,submissive,implicit,incongruent,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M021C,faces/M021C.jpg,3.62298385,Nondominant,Pedaled harder to ensure they won the race,unsociable,mismatch,incongruent,,0,1,1,22,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M036C,faces/M036C.jpg,2.442540253,Nondominant,Was competent and spoke five languages and could read three more,competent,explicit,incongruent,,0,2,2,26,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M030C,faces/M030C.jpg,4.779233991,Dominant,Was decisive and ordered food for everyone at the dinner table,decisive,explicit,congruent,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M022C,faces/M022C.jpg,5.63911285,Dominant,Took over their work team when they needed a leader,incompetent,mismatch,congruent,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M016C,faces/M016C.jpg,2.91229845,Nondominant,Gave a speech in support of a controversial topic,passive,mismatch,incongruent,,0,5,5,21,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M089C,faces/M089C.jpg,2.621975722,Nondominant,Was nervous and was afraid of being hit by a car when crossing a street,nervous,explicit,congruent,,0,6,6,34,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M027C,faces/M027C.jpg,5.03477819,Dominant,Completed four work projects in a single week,quiet,mismatch,congruent,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M070C,faces/M070C.jpg,3.235887104,Nondominant,Could not lift a 50lb bag of cement,independent,mismatch,congruent,,0,8,8,31,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M095C,faces/M095C.jpg,4.7610887,Dominant,Was soft-spoken and did not want to speak up about their own opinions,soft-spoken,explicit,incongruent,,0,9,9,17,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M066C,faces/M066C.jpg,3.618447645,Nondominant,Could not finish a simple work project in in time,assertive,mismatch,congruent,,0,10,10,30,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M023C,faces/M023C.jpg,5.23991936,Dominant,Declined to ask for help when solving a difficult problem,weak,mismatch,congruent,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M054C,faces/M054C.jpg,5.90524195,Dominant,Decided not to complete an assignment,lazy,implicit,incongruent,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M038C,faces/M039C.jpg,5.087197565,Dominant,Was confident and was sure of all of their answers on the exam,confident,explicit,congruent,,0,13,13,7,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M057C,faces/M057C.jpg,3.348286281,Nondominant,Worried that their friends talked behind their back,anxious,implicit,congruent,,0,14,14,29,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M014C,faces/M014C.jpg,3.179939585,Nondominant,Attended a rally to oppose a bigoted politician,purposeful,implicit,incongruent,,0,15,15,20,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M088C,faces/M088C.jpg,4.727318497,Dominant,Was gullible and sent money to a Nigerian scammer,gullible,explicit,incongruent,,0,16,16,15,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
M017C,faces/M017C.jpg,4.551915335,Dominant,Solved a Rubik's cube in four minutes,smart,implicit,congruent,,0,17,17,2,,,,,,,,,,,,,,,,,,,,,3,057,2019_Nov_21_1125,trustSTIs,3.0.0b12,59.896989112878586,
