stimID,face,mDominance,dominance,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M024C,faces/M024C.jpg,3.67187497,Nondominant,Dressed in the same style as all of their friends,proud,mismatch,congruent,,0,0,0,23,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M021C,faces/M021C.jpg,3.62298385,Nondominant,Declined to attend a friend's holiday party,determined,mismatch,congruent,,0,1,1,22,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M023C,faces/M023C.jpg,5.23991936,Dominant,Could not lift a 50lb bag of cement,independent,mismatch,incongruent,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M092C,faces/M092C.jpg,3.25806462,Nondominant,Was talented and scored seven touchdowns in a single game,talented,explicit,incongruent,,0,3,3,35,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M069C,faces/M069C.jpg,4.9460686,Dominant,Gave a speech in support of a controversial topic,passive,mismatch,congruent,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M074C,faces/M074C.jpg,4.90020156,Dominant,Believed that they were the most intelligent in their class,conformist,mismatch,congruent,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M031C,faces/M031C.jpg,2.62550405,Nondominant,Was gullible and sent money to a Nigerian scammer,gullible,explicit,congruent,,0,6,6,24,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M017C,faces/M017C.jpg,4.551915335,Dominant,Worried that their friends talked behind their back,anxious,implicit,incongruent,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M062C,faces/M062C.jpg,4.50907254,Dominant,Proclaimed himself their group's leader,dominant,implicit,congruent,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M010C,faces/M010C.jpg,3.430947582,Nondominant,Stood and listened to their boss berate them,submissive,implicit,congruent,,0,9,9,19,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M030C,faces/M030C.jpg,4.779233991,Dominant,Was unconvincing and could not win an argument with a coworker,unconvincing,explicit,incongruent,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M067C,faces/M067C.jpg,4.70614921,Dominant,Attended a rally to oppose a bigoted politician,purposeful,implicit,congruent,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M066C,faces/M066C.jpg,3.618447645,Nondominant,Took over their work team when they needed a leader,incompetent,mismatch,incongruent,,0,12,12,30,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M016C,faces/M016C.jpg,2.91229845,Nondominant,Decided to avoid an argument out of a fear of losing,bold,mismatch,congruent,,0,13,13,21,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M050C,faces/M050C.jpg,4.80090731,Dominant,Was lonely and could not remember the last time they hung out with a friend,lonely,explicit,incongruent,,0,14,14,8,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M009C,faces/M009C.jpg,5.208669305,Dominant,Often "checked in" on their children's mental health,worrying,implicit,incongruent,,0,15,15,1,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M088C,faces/M088C.jpg,4.727318497,Dominant,Was persuasive and won a debate in record time,persuasive,explicit,congruent,,0,16,16,15,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M038C,faces/M039C.jpg,5.087197565,Dominant,Was nervous and was afraid of being hit by a car when crossing a street,nervous,explicit,incongruent,,0,17,17,7,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M070C,faces/M070C.jpg,3.235887104,Nondominant,Declined to ask for help when solving a difficult problem,weak,mismatch,incongruent,,0,18,18,31,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M072C,faces/M072C.jpg,5.269657165,Dominant,Pedaled harder to ensure they won the race,unsociable,mismatch,congruent,,0,19,19,13,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M057C,faces/M057C.jpg,3.348286281,Nondominant,Solved a Rubik's cube in four minutes,smart,implicit,incongruent,,0,20,20,29,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M078C,faces/M078C.jpg,3.31552405,Nondominant,Was decisive and ordered food for everyone at the dinner table,decisive,explicit,incongruent,,0,21,21,33,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M036C,faces/M036C.jpg,2.442540253,Nondominant,Was soft-spoken and did not want to speak up about their own opinions,soft-spoken,explicit,congruent,,0,22,22,26,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M001C,faces/M001C.jpg,3.061491945,Nondominant,Decided not to complete an assignment,lazy,implicit,congruent,,0,23,23,18,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M027C,faces/M027C.jpg,5.03477819,Dominant,Preferred not to speak up during a class discussion,productive,mismatch,incongruent,,0,24,24,5,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M090C,faces/M090C.jpg,4.571572515,Dominant,Was courageous and stood up for their beliefs even when it was unpopular,courageous,explicit,congruent,,0,25,25,16,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M073C,faces/M073C.jpg,3.661794355,Nondominant,Completed four work projects in a single week,quiet,mismatch,incongruent,,0,26,26,32,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M095C,faces/M095C.jpg,4.7610887,Dominant,Was competent and spoke five languages and could read three more,competent,explicit,congruent,,0,27,27,17,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M014C,faces/M014C.jpg,3.179939585,Nondominant,Forgot their spouse's birthday,absent-minded,implicit,congruent,,0,28,28,20,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M022C,faces/M022C.jpg,5.63911285,Dominant,Could not finish a simple work project in in time,assertive,mismatch,incongruent,,0,29,29,3,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M034C,faces/M034C.jpg,3.175403159,Nondominant,Was foolish and believed they could build a flying car,foolish,explicit,congruent,,0,30,30,25,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M002C,faces/M002C.jpg,5.85635085,Dominant,Could not handle criticism without crying,oversensitive,implicit,incongruent,,0,31,31,0,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M089C,faces/M089C.jpg,2.621975722,Nondominant,Was confident and was sure of all of their answers on the exam,confident,explicit,incongruent,,0,32,32,34,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M042C,faces/M042C.jpg,3.357862932,Nondominant,Went skydiving without hesitation,fearless,implicit,incongruent,,0,33,33,27,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M054C,faces/M054C.jpg,5.90524195,Dominant,Convinced their group to follow their lead,influential,implicit,congruent,,0,34,34,9,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M047C,faces/M047C.jpg,3.392641182,Nondominant,Introduced himself to everyone at the party,outgoing,implicit,incongruent,,0,35,35,28,,,,,,,,,,,,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,7³ = ?,,,,,0,0,0,7,,,,,['space'],[6.562520900275558],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,3² = ?,,,,,0,1,1,0,,,,,['space'],[7.814574199728668],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,√49 x 7 = ?,,,,,0,2,2,6,,,,,['space'],[9.250581300351769],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,(5 + 7) ÷ 4 = ?,,,,,0,3,3,1,,,,,['space'],[6.946343400049955],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,6 * 9 = ?,,,,,0,4,4,2,,,,,['space'],[5.593641199637204],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,(5 x 4) - 12 = ?,,,,,0,5,5,9,,,,,['space'],[5.811132600065321],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,(24 ÷ 3) x 5 = ?,,,,,0,6,6,5,,,,,['space'],[9.701330000068992],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,54 ÷ 9 = ?,,,,,0,7,7,4,,,,,['space'],[2.972126899752766],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,√100 = ?,,,,,0,8,8,3,,,,,['space'],[1.9035475999116898],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
,,,,,,,,169 ÷ 13 = ?,,,,,0,9,9,8,,,,,['space'],[2.822258399799466],,,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M057C,faces/M057C.jpg,3.348286281,Nondominant,Solved a Rubik's cube in four minutes,smart,implicit,incongruent,,,,,,,,,,0,0,0,29,,,right,3.2228919002227485,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M090C,faces/M090C.jpg,4.571572515,Dominant,Was courageous and stood up for their beliefs even when it was unpopular,courageous,explicit,congruent,,,,,,,,,,0,1,1,16,,,left,2.2710619000717998,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M054C,faces/M054C.jpg,5.90524195,Dominant,Convinced their group to follow their lead,influential,implicit,congruent,,,,,,,,,,0,2,2,9,,,right,3.5736185000278056,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M023C,faces/M023C.jpg,5.23991936,Dominant,Could not lift a 50lb bag of cement,independent,mismatch,incongruent,,,,,,,,,,0,3,3,4,,,right,2.0707384003326297,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M016C,faces/M016C.jpg,2.91229845,Nondominant,Decided to avoid an argument out of a fear of losing,bold,mismatch,congruent,,,,,,,,,,0,4,4,21,,,right,1.4195378003641963,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M034C,faces/M034C.jpg,3.175403159,Nondominant,Was foolish and believed they could build a flying car,foolish,explicit,congruent,,,,,,,,,,0,5,5,25,,,left,2.3378702998161316,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M066C,faces/M066C.jpg,3.618447645,Nondominant,Took over their work team when they needed a leader,incompetent,mismatch,incongruent,,,,,,,,,,0,6,6,30,,,right,2.5049237003549933,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M074C,faces/M074C.jpg,4.90020156,Dominant,Believed that they were the most intelligent in their class,conformist,mismatch,congruent,,,,,,,,,,0,7,7,14,,,right,1.2859169002622366,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M092C,faces/M092C.jpg,3.25806462,Nondominant,Was talented and scored seven touchdowns in a single game,talented,explicit,incongruent,,,,,,,,,,0,8,8,35,,,left,5.109612900298089,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M089C,faces/M089C.jpg,2.621975722,Nondominant,Was confident and was sure of all of their answers on the exam,confident,explicit,incongruent,,,,,,,,,,0,9,9,34,,,left,2.0874701999127865,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
M002C,faces/M002C.jpg,5.85635085,Dominant,Could not handle criticism without crying,oversensitive,implicit,incongruent,,,,,,,,,,0,10,10,0,,,left,2.170885100029409,,,,,,,,,6,108,2019_Dec_09_1613,trustSTIs,3.0.0b12,59.898567732196994,
